Scout ID,Match Key,Team Number,Alliance,Driver Station,Preloaded Cargo,Auto Lower Hub,Auto Upper Hub,Auto Misses,Taxied,Auto Shooting Zones,Teleop Lower Hub,Teleop Upper Hub,Teleop Misses,Teleop Shooting Zones,Low Attempted,Mid Attempted,High Attempted,Traversal Attempted,Climb Time,Final Climb Type,How much do they play defense?,Defense Rating,How much were they playing through defense?,Counter Defense Rating,Driver Rating
sydney,qm2,1629,Blue,3,1,0,1,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,7,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,1,25,Traversal,0.0,0,0.0,0,2, , , 
agneya,qm2,5830,Red,2,0,0,0,0,1,Fender,3,0,0,Fender,,,,,,No Climb,0.0,0,0.0,0,2,,,
aanshi,qm3,5587,Red,2,1,0,0,2,1,Tarmac;Launchpad;Elsewhere,0,0,0,,,,,,,No Climb,.25,1,.25,2,1,,defended against 888,
sydney,qm3,888,Blue,3,1,0,1,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,4,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,1,24,High,0.0,0,0.0,0,1, , ,Very wobbly
olivia,qm3,623,Red,1,0,0,0,2,0,Tarmac,1,1,9,Tarmac,1,1,,,25,Mid,0.0,0,0.0,0,3,,They missed a lot because the balls were bouncing out. ,
saragha,qm3,8726,Blue,2,1,0,1,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,0,0,0,No Climb,0.0,0,0.0,0,1, , ,Didnât do anything 
suhani,qm3,888,Blue,1,1,0,0,2,1,Elsewhere,4,0,1,Fender,,1,1,1,21,High,0.0,0,0.0,0,2,,,
niyanth,qm3,686,Red,3,1,1,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,12,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,1,22,Traversal,0.0,0,0.0,0,5, , ,They were good at movement and intake worked well. They scored all points they shot in lower hub
sydney,qm4,8197,Blue,3,1,0,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,1.0,1,0.0,0,1, , ,Just tapped the robot for defense 
saragha,qm4,620,Blue,2,0,0,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,1,0,,High,.25,1,0.0,0,2, , ,
aanshi,qm4,1389,Red,2,1,1,0,0,1,Tarmac,0,2,2,Tarmac;Elsewhere,,1,,,,Low,0.0,0,0.0,0,3,,,
suhani,qm4,8197,Blue,1,1,0,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,1.0,2,0.0,0,2, , , 
olivia,qm4,2199,Red,1,1,0,1,1,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,2,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,.25,1,1.0,1,1, ,Not good at driving  intake is super bad  accurate shooting ,Pretty bad overall. 
niyanth,qm4,4505,Red,3,1,1,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,2,4,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,0.0,0,0.0,0,3, , ,They missed a lot of their teleop shots and were ok with driving
eckart,qm5,623,Red,3,1,0,1,1,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,8,2,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,1,0,Traversal,0.0,0,0.0,0,4, , , 
suhani,qm5,4099,Blue,1,1,0,2,2,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,1,8,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,0,17,Mid,0.0,0,0.0,0,5, , , 
saragha,qm5,6239,Blue,2,1,0,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,3,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,.25,1,.25,1,2, , ,Not slay
aanshi,qm5,5830,Red,2,1,0,1,0,0,Tarmac,0,1,1,Fender,,1,,,,Mid,.25,2,0.0,0,3,,,they did nothing for a lot of the mid section of the game 
sydney,qm5,4099,Blue,3,1,0,2,2,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,8,2,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,0,16,High,0.0,0,0.0,0,3, , , 
arav,qm6,3748,Red,1,0,0,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,1,0,0,0,7,Low,1.0,1,0.0,0,1, , , 
eckart,qm6,686,Red,3,1,3,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,9,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,1,0,Traversal,0.0,0,0.0,0,3, , , 
sydney,qm6,1915,Blue,3,1,0,1,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,0.0,0,0.0,0,1, , ,slowly moved around the field or was idol 
agneya,qm6,888,Red,2,1,0,0,2,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,1,0,3,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,1,1,1,1,10,Traversal,0.0,0,0.0,0,5, , , 
sarah,qm6,1915,Blue,1,1,0,1,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,0.0,0,0.0,0,1, , ,robot afk
saragha,qm6,1727,Blue,2,0,0,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,8,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,1,,Traversal,0.0,0,.5,3,4, , ,Fast and missed no balls
sydney,qm7,1389,Blue,3,0,0,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,2,5,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,0.0,0,0.0,0,2, , ,Struggled to get cargo and line up for shots 
sarah,qm7,1389,Blue,1,1,0,0,1,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,4,5,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,0.0,0,0.0,0,2, , ,spindexer issues and intake jammed with balls sometimes
saragha,qm7,1629,Blue,2,1,0,2,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,8,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,1,25,Traversal,0.0,0,.5,3,4, , , 
niyanth,qm7,8726,Red,3,1,0,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,4,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,1,0,0,0,3,Low,0.0,0,0.0,0,2, , ,The shooter wasn't working properly and the intake was ok
olivia,qm7,2199,Red,1,0,0,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,3,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,1,1,0,0,,Mid,0.0,0,0.0,0,1, ,Intake is super bad and itâs super slow ,Not good at driving also auto doesnât work
aanshi,qm7,1719,Red,2,1,0,0,0,1,,1,1,6,Fender,,,,,,No Climb,0.0,0,.25,2,2,,,
olivia,qm8,5587,Red,1,0,0,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,1,0,3,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,.25,1,.5,0,1,No auto, , 
aanshi,qm8,4099,Red,2,1,0,0,1,0,,0,7,1,Fender;Tarmac,,,1,1,,High,.5,2,.25,2,4,,,
niyanth,qm8,8197,Red,3,0,0,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,0,0,4,Mid,1.0,4,0.0,0,4, , ,They played all defense and were good at it.
saragha,qm8,686,Blue,2,0,1,0,1,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,3,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,0,0,25,Low,.25,2,.25,3,2, , , 
suhani,qm8,620,Blue,1,1,0,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,5,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,0,0,High,0.0,0,0.0,0,2, , , 
sydney,qm8,620,Blue,3,1,0,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,4,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,1,0,18,High,0.0,0,.25,2,2,Didnât move, ,Bad aim
agneya,qm9,4505,Red,2,1,0,0,1,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,1,0,0,0,21,Low,0.0,0,0.0,0,3, ,feeder failed, unable to shoot anything
sydney,qm9,2186,Blue,3,1,0,1,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,0.0,0,0.0,0,1, , ,Broken climbing arm
arav,qm9,6239,Red,1,1,1,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,2,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,0.0,0,.25,0,1, , , 
eckart,qm9,888,Red,3,1,0,0,1,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,9,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,1,28,Traversal,0.0,0,0.0,0,3,Intaked a ball, ,Started climbing early
saragha,qm9,1389,Blue,2,1,0,1,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,4,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,1,0,50,High,0.0,0,.25,1,3, , ,Climbed before endgame
suhani,qm9,2186,Blue,1,1,0,1,0,1,Elsewhere,0,0,1,Opposing Tarmac,,,,,,No Climb,0.0,0,0.0,0,1,,,Foul ; shooter was jammed
saragha,qm10,7770,Blue,2,1,0,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,1,14,Traversal,1.0,3,0.0,0,3, , ,Tippy tank
agneya,qm10,2914,Red,2,1,0,1,0,1,Fender;Tarmac,0,1,2,Elsewhere,,,,,,No Climb,0.0,0,0.0,0,1,,hard to aim shooter,
eckart,qm10,1629,Red,3,1,0,2,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,6,2,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,1,21,Traversal,0.0,0,0.0,0,4,Out to intake then rotate 180, ,
sydney,qm10,2199,Blue,3,0,0,1,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,4,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,0.0,0,.5,1,2, , , 
arav,qm10,5587,Red,1,0,0,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,1.0,4,.5,3,5, , , 
sarah,qm10,2199,Blue,1,1,0,1,1,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,3,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,0.0,0,.25,1,2, , , 
eckart,qm11,5830,Red,3,1,0,0,1,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,0,0,15,Mid,.25,1,0.0,0,1, ,Intake couldn't get ball which they spent half the game getting, 
clara,qm11,620,Blue,2,1,0,0,1,1,Fender;Tarmac,0,0,4,Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,1,25,Traversal,0.0,0,0.0,0,3,,,
alex,qm11,1719,Red,1,1,0,0,0,1,,0,1,5,Tarmac;Terminal;Elsewhere,,,,,,No Climb,0.0,0,.25,1,1,,,Intake issues Inconsistent shots
nuha,qm11,8726,Blue,3,1,0,0,0,1,,0,0,3,Tarmac,,1,,,,No Climb,0.0,0,.25,1,2,,,
ryan,qm11,623,Blue,1,1,0,0,1,1,,0,5,4,,,,,1,30,Traversal,0.0,0,0.0,0,4,,,
vibhi,qm11,8592,Red,2,1,0,0,0,1,Fender;Tarmac;Elsewhere,0,10,4,Fender;Tarmac;Elsewhere,,1,,,7,Mid,0.0,0,0.0,0,3,,,
nuha,qm12,2186,Blue,3,1,0,1,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,4,4,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,1,0,0,0,10,Low,0.0,0,0.0,0,3, ,undershooting, 
eckart,qm12,5587,Red,3,0,0,0,1,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,.25,1,0.0,0,1,Tried to do 3 ball,Drove around recklessly enough to get a DUI and got their shooter destroyed/fell off,Too much reckless driving
ryan,qm12,1629,Blue,1,0,0,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,7,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,1,14,Traversal,0.0,0,.25,3,5, , , 
clara,qm12,4505,Blue,2,1,0,1,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,.25,2,.25,1,2, ,it died, 
sarah,qm12,1727,Red,2,1,0,1,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,11,4,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,0,18,High,0.0,0,.25,2,4, , , 
alex,qm12,888,Red,1,1,0,1,1,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,7,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,1,26,Traversal,0.0,0,0.0,0,3, , ,Unstable drive Accurate low hub
alex,qm13,7770,Red,1,1,0,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,.25,3,0.0,0,4, , ,Bumper fell off
clara,qm13,8592,Blue,2,1,0,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,7,8,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,0,0,5,Mid,0.0,0,0.0,0,4, , , 
sayan,qm13,686,Blue,1,1,3,0,0,0,Fender,3,0,0,Fender,1,,,,25,No Climb,.5,4,.75,3,4,,,Broke during climb
nuha,qm13,2199,Blue,3,1,0,1,1,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,1,0,0,0,,No Climb,0.0,0,.5,0,1, ,,tried to climb early but got stuck on the low bar. did not end up climbing.
vibhi,qm13,6239,Red,2,1,1,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,10,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,0.0,0,0.0,0,2, , , 
blen,qm13,5830,Red,3,1,1,0,0,0,Tarmac,0,0,2,Tarmac,,,,,,No Climb,0.0,0,.5,0,1,No auto,Got disabled, slow driving
clara,qm14,8197,Blue,2,1,0,0,1,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,0,0,13,Mid,.5,2,.25,1,3, , , 
nuha,qm14,1389,Blue,3,1,0,0,1,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,4,2,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,0,30,No Climb,.5,1,0.0,0,3, , ,not sure about climb
alex,qm14,4099,Red,1,1,0,3,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,7,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,0,20,High,0.0,0,.25,3,4,Missed ball, , 
sarah,qm14,1915,Red,2,1,0,0,1,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,.5,3,0.0,0,3, , , 
sayan,qm14,8726,Blue,1,1,0,1,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,0,0,4,Mid,1.0,4,1.0,4,4, ,Exclusively defended during teleop,Started climb at last few seconds
blen,qm14,623,Red,3,1,0,0,1,1,Tarmac,0,5,2,Launchpad,1,1,1,1,,Traversal,0.0,0,1.0,1,4,,Drove very fast, almost no defense
eckart,qm15,7770,Red,3,1,0,0,1,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,1,24,Traversal,0.0,0,0.0,0,4,Moved in and out of tarmac , ,Started climbing at the start of teleop
clara,qm15,1719,Blue,2,1,0,1,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,4,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,1,0,0,0,3,Low,0.0,0,.25,0,2, , , 
ryan,qm15,620,Blue,1,0,0,2,0,1,Tarmac,0,0,0,,,1,,,4,Mid,.25,2,0.0,0,2,,Did not attempt to shoot balls,
nuha,qm15,4505,Blue,3,1,0,0,1,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,0,0,,Mid,.25,3,.5,4,3, , , 
vibhi,qm15,3748,Blue,2,0,0,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,3,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,0,0,0,No Climb,0.0,0,0.0,0,1, , , 
alex,qm15,2914,Red,1,1,0,1,1,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,2,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,0.0,0,.25,3,2, , ,Bumper fell off
eckart,qm16,1389,Red,3,1,0,0,2,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,4,3,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,0,26,High,0.0,0,0.0,0,3, , ,Finished climbing when endgame started 
rachel,qm16,2186,Blue,2,1,0,2,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,6,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,0.0,0,0.0,0,2, ,balls stuck in shooter, 
nuha,qm16,5587,Blue,3,1,0,0,2,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,0,,No Climb,0.0,0,.75,0,1, ,did not make any shots. got the wrong color ball in cargo., 
ryan,qm16,8592,Blue,1,1,0,1,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,10,2,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,0.0,0,0.0,0,5, ,Shot the balls very far, 
alex,qm16,1915,Red,1,0,0,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,0.0,0,0.0,0,1, ,Connection issues, didnât move until 49 seconds left and only for a moment
vibhi,qm16,686,Red,2,1,2,0,1,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,4,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,1,25,Mid,0.0,0,0.0,0,3, , ,Made it to traversal in 18 seconds but fell off. Got to mid in 7 seconds 
